n,theta,i,top,bottom,width,sum_width_plus_2,theory_W_n
14,3,11,1024,65280,1024,2303,2303
14,3,12,2048,240,240,2303,2303
14,3,13,4096,12,12,2303,2303
14,3,14,8192,2,2,2303,2303
15,3,1,1,1415461031044954789001553027744951601348130711472388167234385748272366634240845253596025356476648415075475872961656126492389808579544737848881938296250873191743927793544913011050162651277957029846960211783242933521207545413484969856851851141288515163201482995389055097460622098635675003353929224278582935664416262572773308153277514346480313371988612629481483562438178928958867777850072198316174841251955590996672018645093640850803679630220367201383844866791449284737518262813123083439037243678440420897139923778278952770312318778329004894547065489077596835396017153603170050371302014762443872701111379554484309718662306883776010475348441493600491943479041271992920195331983064930106164727241438940877685164658948654886171641124473975626241632750150126655369981021293570066042305482486040883165635862835728637046058352403756085745691239473897891999085976345203704659967157427239535836507133656908815246080139195569461072006301590372954830738644391138016065344131131207604264053897440828904662047183234377547427287691941741535946510882990904477863185473798528388060457568927943633923928872681927502029572963130840854853739937076881035646179383055483433876051402037614424748902969018159186519811051545367967103767182819709135479019131683309330797374408197339831527239040715908112213095126770717606001288898889370710896248862361503869205214536908258196921765593065325392836332142594411134603475509366028145690306350601859295261296263331018682276317567749534571058772235567679556920240789109070521253987131031263902293034744367356932509952188828475362311316445284228640489421809263738423630931243024914587863928134719186104164660605356001591962778646378295413659770782646979236289062616442418071571039282551289348848274522893059561717860194034698241804887531275078109603637160495907579995366419636417028927573391670580796818526074226095014375189438579216071677540766085605604106123036669667434677723472675564458991671268414100801031453917736665947284956674884035306621286465183798693852599803324619865181856244422079233687294508536408521087418873908498202710597080474480249818858011490930518512713798803629101638716278578874145214429026186276602289012484526830076647356828764878327726719816428678904207944456894393185983090347045176886732326253912297649524439880403701430566761380359925558522718201954287517587367247510777678934664472548647787048306330770862370015525858005479756471499227244901142805749769564184753211967223226212964165678856604892416984915097422960534122333453876981279243565766391796311605149222628328255333061543877525846029404507128890053189442527544665141513571136187126874914601669750392486100507568442046831780631032540574077944274454228087639241736818505163759910365131990632947462993204585218122431992323864244947394390438656356424037471932484452186545692102503479070599953823165194211019696760575264426802848303031804305733532228050180286034175168918827460626042268658295140706915047189049492578996650494005882337071150004868956193406593184838633694068409823903437144417376039174235011053228846851424217955172902918651003610984108402650929359396305634313047088725113039076811940090109855578285937829164213576612822210347957745947331047482525346602542653176899809278808232796557531832150249769253600667902268029661700149632868541956266119528042486534014778779846981761033155007262730162675954520221887384710387051721829271917592295057169589539706361671082094809405871790468623234895914796464390019259167513771864832869036015645542195008456098615038348028400803005801944957156282746379539470250603755465358786281476086044567893715130635914946085361612372742732638037372287633897118303250036355897758209569010246051563429109255864938245524550200580218274314809738075022775651220374105227215906205292751918667060475328593225367793061070422108733800983855507591806413460964585595316359971179284283604731468668545484761381747591639736453419896449323486397030776397761202590467637505473390222249456724093238682557762781839530938233751281999608711356147835655195236666056355678841889862284014674059052995170220711404445012766642203314592371712594877968343265210232798135023299117318191770365123807086704381809759602260151612996896994294186084475619138121455294389585874237791634701296124550179672059485838256445846530599137662480841344376503989244633345016070887198120421435575726237189312161818021548006389501182393441712142044953072264016676799011624620312246468554654371544717355227740157629086739710675845209992133342035144038961065892653392182875622932670067798433934891709519877850794219491447988160171932331006495620280094149464379450153085406225081471879585894087916092141623752345112751067703166403681162331920291740847388957632311053342426152947324011627922225878539935022974616062774839110489080094174972841068102006645677499293769091362853719300958775222088670909723895414866464400756314470281962034276531512544009726174649399937581739718117982417360985958259468485436586733686659771030677664677905401522358852160986594222370274781590783091281523279143576202673130711926903087519876062059207653515644047945867282838142283140155409473368096196634479339007682716025404667031767327938075674262996800281273029834919341521821631452156968857226443739799927178773822724447209688293114033690883557327322677998760609513589884173466657368002657057379720062613542978452124290513079230136942018426288169855240371933679400252005275631899144970580471578366454406477234721024712002075669469458944687634988871885847851524806089947091409156536551383287543034113632498037432897181973139076568726831301044986673596172012099702231551043981705594724798420563737540938666253754446725404864936185681960610786347643695355052282852221475086076286965184038666853364093584405234101503855324797035931676069355202961282797039160749234718685180937165405638923098167399540896717107968649322724096504046086764419690993962199208524170431325874119239739875070760180541900490890400775894588111715972042597733957661247896137842692862162111914213454323526331124256966766853788624497513623550348253694379354582776905595281106396527569020753266495118020999851959238800327986606592680328650768580405955274879653897058750637280741799533791655639960922020104127161462292530349042509265284733464497472392545048913392133076976337559612349406303845944485285099470482542158220206062539648324775194588072597056130612347827113802496532250382662393526525999961082932874619414311503124081823271732499143058802380682963977477576296431338251188366002296892656128569903973221760255337614590491739860121967629135942259423108912798106528276972286931367135286502723141887373223882556137181574062360996221187598276235304917525483507747282458779293912976438551050510336851082458532666307870092052795915150092401577309074681585230279412432817093263827209195404389986282468343777428912043561489698883044977189283211977084139943166163514211614294793226498570570554343840965825257026451504743927013595081462013305138843546015741892462809419325038505417849332237363917231490908447054240496670439668365262891982532363631590768209898953459844088176369510534078887214190872255700350480604494097491315645982190027841967532705759982409793584740478035174316797136748675210503688079588389996835615884856474088592122762873682579661119072875444700492737346193898746205406644773496865832830701205934442956132506970106425462097672995383541775788236744646121889704517617825891634004563052502940776932464216971458254868922986603789628998544053503308983003167778535274818226288394728558084011613642356462131152031148531760986968948225443296338064242663297980593938265369021902687713082590425348765281502822235670453990473154972623956414154392433839496832313861898155967024955973464592561353816096332326609857551542169157979699700851570011115397388095961146952716796465930922168561709209064216063088866274575434063433850527316806294151891671733016289299698966741848568757508101658199942570305392710851821775505727807094215878758087956243346711700109079597420210529736457228960853732768660765450105031472903255206923202348857429023221084249062549173481976235592639823403077330149824078181437684759284835465586517447505589888328906204463261958490701470371613297340211580306028747593125286185578278425235094735136860599969180181990732835538544070274201582100928678302326814824064829935612186312753049835010905904550093222081988162945822337906894159636947356687355836565611701470826537324996339862593201831768317240300907339079953988819237359312914258608750324832051483635794416785432827392376276094208955452576871321128774336302523138803599139765626895173899068781544720898009567275106373832422039619273439105166288774304370657965710307411363187629769302194488580410575218522026090968656835820086515575420131311058987212319074681104330783611745371733086516291174646340609431259169345362226531538869903551815437907506665536578642396410837495630109769210627363198172259056696718730834607042503099058212676467807364891800292703167502795477668746583548297294589571574462499649214301442008919285849286365341902551629953595043809707456054835819256786179375178163248552680276065277145833944329446616064965254199214901529103753889379823730210996271417607815990506142473044316039530918635788871489408882925351112463718748861210190067317814788997915572990519579387837518028315813165192365238607776461852222449134609694038047091217778146134453381733150825192234481487452563923439003846164609919318966377429732718739490575385143515828824471780683837812181145706414799059868238250498452390712276684087433275671135206827691970014864251027759435142281292803180074172271977701383116493315979497855459268254953636176092085165001446181975804409358126726863718734474486095228371395139204473246674430366581546527890151067336039440778133504919118275721047207262108582543241199353298620876470514076452225160041831376356887812156415660647766687139605264642672363910573437234127424593934840364213692972750600450900014925080675640813963748311040,1,4351,4351
15,3,2,2,1189731495357231765085759326628007130763444687096510237472674821233261358180483686904488595472612039915115437484839309258897667381308687426274524698341565006080871634366004897522143251619531446845952345709482135847036647464830984784714280967845614138476044338404886122905286855313236158695999885790106357018120815363320780964323712757164290613406875202417365323950267880089067517372270610835647545755780793431622213451903817859630690311343850657539360649645193283178291767658965405285113556134369793281725888015908414675289832538063419234888599898980623114025121674472051872439321323198402942705341366951274739014593816898288994445173400364617928377138074411345791848573595077170437644191743889644885377684738322240608239079061399475675334739784016491742621485229014847672335977897158397334226349734811441653077758250988926030894789604676153104257260141806823027588003441951455327701598071281589597169413965608439504983171255062282026626200048042149808200002060993433681237623857880627479727072877482838438705048034164633337013385405998040701908662387301605018188262573723766279240798931717708807901740265407930976419648877869604017517691938687988088008944251258826969688364194133945780157844364946052713655454906327187428531895100278695119323496808703630436193927592692344820812834297364478686862064169042458555136532055050508189891866846863799917647547291371573500701015197559097453040033031520683518216494195636696077748110598284901343611469214274121810495077979275556645164983850062051066517084647369464036640569339464837172183352956873912042640003611618789278195710052094562761306703551840330110645101995435167626688669627763820604342480357906415354212732946756073006907088870496125050068156659252761297664065498347492661798824062312210409274584565587264846417650160123175874034726261957289081466197651553830744424709698634753627770356227126145052549125229448040149114795681359875968512808575244271871455454084894986155020794806980939215658055319165641681105966454159951476908583129721503298816585142073061480888021769818338417129396878371459575846052583142928447249703698548125295775920936450022651427249949580708203966082847550921891152133321048011973883636577825533325988852156325439335021315312134081390451021255363707903495916963125924201167877190108935255914539488216897117943269373608639074472792751116715127106396425081353553137213552890539802602978645319795100976432939091924660228878912900654210118287298298707382159717184569540515403029173307292454390698820538600224831988189355883969324543649204840801194769749285436146915283985218098833040188240741116649351094249471362994572397575627163859049397780538928622143347657347231445372107558564999094529612630097971910658036655029356985716271219633682683518153374698624359905750845263997245792864621017105026008137571845021529467225306558075365747661239997272662504572766801166905526931262636665755955539671668134034363099094801355838024091041809639890559824201943874297484794891532123776032561281668647625978626604657006779426612961565436794752444624979128758173413675895208107943966519168145029389917375695334315447340552148099151401994619269182231499956211854873785514515677390008574943994250989281084756819113645597165567295400782904693473444830143705033194119407408981356641604566706444430722594370705563821335572452829812089600716362256839540124899130876885173662866627897022127791840222575631847751956359285090960830988341945977912166213026567486959732959209417653570532400085421626909931122122333676266392807478895292860520305113128877860778017335257628783851232165484794188789550169477423574657990408895582591819684888716514820723339949673752492589554273227311234307101080051035845316293397403445393736938601068221417585544736142057504074149119038453641095657997159369043582844512918298782312476417460233927579138731056107942219433504230522596039897201784354094873161720075380673118834695661136277396041604898879900903693130020176366331069931168572072506843360040975613732326992662016435154577813142022281059004926591522086828524439967261058052288056208595698552214679929225756217286438908766789976529054986749438392428708976120950243024765799384406976010715324701494850258863131156933314782257540543265551792066030290873592583701196959584847904513399795163677525326255408583649603372746072189439194016972400371189093115511380633919617134152237070847381308488929368150090595772154815208361964378796742421421158891657044581293096139658396630649588389429334080169181896459344363009100543798301801647692344565041437016215348375792868945849819422151094031257524045949538818827123226427511039466500668290566797315950071031235587640303228330902405628441474922816285253233200409201704762114925240561289293757440211258843745289742483799689938960866154739313919542696939432476394782280135338056356774496282960744750018635457846020095702825795730360990246509411505367657867839876635280459539149319243350768261632622688236432465197489103248419355490463260521625194248273920,2,4351,4351
15,3,3,4,1090748135619415929462984244733782862448264161996232692431832786189721331849119295216264234525201987223957291796157025273109870820177184063610979765077554799078906298842192989538609825228048205159696851613591638196771886542609324560121290553901886301017900252535799917200010079600026535836800905297805880952350501630195475653911005312364560014847426035293551245843928918752768696279344088055617515694349945406677825140814900616105920256438504578013326493565836047242407382442812245131517757519164899226365743722432277368075027627883045206501792761700945699168497257879683851737049996900961120515655050115561271491492515342105748966629547032786321505730828430221664970324396138635251626409516168005427623435996308921691446181187406395310665404885739434832877428167407495370993511868756359970390117021823616749458620969857006263612082706715408157066575137281027022310927564910276759160520878304632411049364568754920967322982459184763427383790272448438018526977764941072715611580434690827459339991961414242741410599117426060556483763756314527611362658628383368621157993638020878537675545336789915694234433955666315070087213535470255670312004130725495834508357439653828936077080978550578912967907352780054935621561090795845172954115972926435488646325407501512365848213380395168763512806429730109607098577644744240048503459529594006823631373147762011780218660740030215430505248911586325182120160839367048207709418842650690943826010989109302792718425868852384783378651199618535121913835737651699662333815683378345818068070160548347800369481364172406204671458973952634913932812733482191175501628465349005403383205634207163186366050321349674463279843106828789837369958673440743379029655723491233599261110682223445532527992025505094106028374148434683256837486589543018181873279720349434704460879700399438016504650780473547823239120431423814382915239771713285086798751923825359346515261480728322427217167293613096521198247560588729708788376007087530154941809492620352947595475014394229254625965054086766970439573627357949092810593883736061141168581582787315634913260797956280083967967201275577888581524322407185240031043931510925713450658807511908275263101371880394716465807521940885628037330976885109586390268456528362201664202524947917653322271271470730573883899274644538470640093205628124760082118516398285556726512915645798229781241791101398278815512033744564071010914628794915292515492524789530849844709747037539932187090270337487885794730917151571753381797325072561602560,4,4351,4351
15,3,4,8,1044388881413152506691752710716624382579964249047383780384233483283953907971557456848826811934997558340890106714439262837987573438185793607263236087851365277945956976543709998340361590134383718314428070011855946226376318839397712745672334684344586617496807908705803704071284048740118609114467977783598029006686938976881787785946905630190260940599579453432823469303026696443059025015972399867714215541693835559885291486318237914434496734087811872639496475100189041349008417061675093668333850551032972088269550769983616369411933015213796825837188091833656751221318492846368125550225998300412344784862595674492194617023774188907174299818431120503398938670142390167527982718281038672250482020056617189028439217958762461661095296946237237440488670954249120630699182954444685807463642006912490558758032756573144864958427211423010838419416209904320775931621040854102139836942364029067786745528754801263275255572023493503792206541186428523051062105479286926994901193978367674231926737841718190431468443009066164503568191274591482133452385466754657575807952456415920200667342675683651625588293191772291620716891753772421453754942251261942325159403931650834773087264785777247077752391129614356077901998275463259428483942050248854729343557959680,8,4351,4351
15,3,5,16,32317006071311007300714876688669951960444102669715484032130345427524655138867890893197201411522913463688717960921898019494119559150490921095088152386448283120630877367300996091750197750389652106796057638384067568276792218642619756161838094338476170470581645852036305042887575891541065808607552399123930385521734564076182110829912044267485667021494378337432091400804375578173293516902959351017550115541769580704823489838590463999939561383487229281910850182593813106849357791285954724448854882125685229350225459628571692166207846586010535756741612055848610098380251624748643306405371232666472431888720497281435372093440,16,4351,4351
15,3,6,32,179769313486231590772930519078902473361797697894230657273430081157732675805500963132708477322407536021120113879871393357658789768814416622492847430639474110969959963482268385702277221395399966640087262359691628045276706960578432807926936308666529070259922820652728111753896392184596904358265409895975218053120,32,4351,4351
15,3,7,64,13407807929942597099574024998205846127479365820592393377723561443721764030073431184712636981971479856705023170278632780869088242247907112362425735876444160,64,4351,4351
15,3,8,128,115792089237316195423570985008687907852929702298719625575994209400481361428480,128,4351,4351
15,3,9,256,340282366920938463444927863358058659840,256,4351,4351
15,3,10,512,18446744069414584320,512,4351,4351
15,3,11,1024,4294901760,1024,4351,4351
15,3,12,2048,65280,2048,4351,4351
15,3,13,4096,240,240,4351,4351
15,3,14,8192,12,12,4351,4351
15,3,15,16384,2,2,4351,4351
16,3,1,1,2003529930406846464979072351560255750447825475569751419265016973710894059556311453089506130880933348101038234342907263181822949382118812668869506364761547029165041871916351587966347219442930927982084309104855990570159318959639524863372367203002916969592156108764948889254090805911457037675208500206671563702366126359747144807111774815880914135742720967190151836282560618091458852699826141425030123391108273603843767876449043205960379124490905707560314035076162562476031863793126484703743782954975613770981604614413308692118102485959152380195331030292162800160568670105651646750568038741529463842244845292537361442533614373729088303794601274724958414864915930647252015155693922628180691650796381064132275307267143998158508811292628901134237782705567421080070065283963322155077831214288551675554073345107213112427399562982719769150054883905223804357045848197956393157853510018992000024141963706813559840464039472194016069517690156119726982337890017641517190051133466306898140219383481435426387306539552969691388024158161859561100640362119796101859534802787167200122604642492385111393400464351623867567078745259464670903886547743483217897012764455529409092021959585751622973333576159552394885297579954028471943529913543763705986928913757153740001986394332464890052543106629669165243419174691389632476560289415199775477703138064781342309596190960654591300890188887588084733625956065444888501447335706058817090162108499714529568344061979690565469813631162053579369791403236328496233046421066136200220175787851857409162050489711781820400187282939943446186224328009837323764931814789848119452713007440220765680910376203999203492023906626264491909167985461515778839060397720759279378852241294301017458086862263369284725851403039615558564330385450688652213114813638408384778263790459607186876728509763471271988890680478243230394718650525660978150729861141430305816927924971409161059417185352275887504477592218301158780701975535722241400019548102005661773589781499532325208589753463547007786690406429016763808161740550405117670093673202804549339027992491867306539931640720492238474815280619166900933805732120816350707634351669869625020969023162859350071874190579161241536897514808261904847946571736601005892476655445840838334790544144817684255327207315586349347605137419779525190365032198020108764738368682531025183377533908861426184800374008082238104076468878471647552945326947661700424461063311238021134588694532200116564076327023074292426051582811070387018345324567635625951430032037432740780879056283663406965030844225855967039271869461158513793386475699748568670079823960604393478850861649260304945061743412365828352144806726676841807083754862211408236579802961200027441324438432402331257403545019352428776430880232850855886089962774458164680857875115807014743763867976955049991643998284357290415378143438847303484261903388841494031366139854257635577105335580206622185577060082551288893332226436281984838613239570676191409638533832374343758830859233722284644287996245605476932428998432652677378373173288063210753211238680604674708428051166488709084770291208161104912555598322366244868556651402684641209694982590565519216188104341226838996283071654868525536914850299539675503954938371853405900096187489473992880432496373165753803673586710175783994818471798498246948060532081996066183434012476096639519778021441199752546704080608499344178256285092726523709898651539462193004607364507926212975917698293892367015170992091531567814439791248475706237804600009918293321306880570046591458387208088016887445835557926258465124763087148566313528934166117490617526671492672176128330845273936469244582892571388877839056300482483799839692029222215486145902373478222682521639957440801727144146179559226175083889020074169926238300282286249284182671243405751424188569994272331606998712986882771820617214453142574944015066139463169197629181506579745526236191224848063890033669074365989226349564114665503062965960199720636202603521917776740668777463549375318899587866282125469797102065747232721372918144666659421872003474508942830911535189271114287108376159222380276605327823351661555149369375778466670145717971901227117812780450240026384758788339396817962950690798817121690686929538248529830023476068454114178139110648560236549754227497231007615131870024053910510913817843721791422528587432098524957878034683703337818421444017138688124249984418618129271198533315382567321870421530631197748535214670955334626336610864667332292409879849256691109516143618601548909740241913509623043612196128165950518666022030715613684732364660868905014263913906515063908199378852318365059897299125404479443425166774299659811849233151555272883274028352688442408752811283289980625912673699546247341543333500147231430612750390307397135252069338173843322950701049061867539433130784798015655130384758155685236218010419650255596181934986315913233036096461905990236112681196023441843363334594927631946101716652913823717182394299216272538461776065694542297877071383198817036964588689811863210976900355735884624464835706291453052757101278872027965364479724025405448132748391794128826423835171949197209797145936887537198729130831738033911016128547415377377715951728084111627597186384924222802373441925469991983672192131287035585307966942713416391033882754318613643490100943197409047331014476299861725424423355612237435715825933382804986243892498222780715951762757847109475119033482241412025182688713728193104253478196128440176479531505057110722974314569915223451643121848657575786528197564843508958384722923534559464521215831657751471298708225909292655638836651120681943836904116252668710044560243704200663709001941185557160472044643696932850060046928140507119069261393993902735534545567470314903886022024639948260501762431969305640666366626090207048887438898907498152865444381862917382901051820869936382661868303915273264581286782806601337500096593364625146091723180312930347877421234679118454791311109897794648216922505629399956793483801699157439700537542134485874586856047286751065423341893839099110586465595113646061055156838541217459801807133163612573079611168343863767667307354583494789788316330129240800836356825939157113130978030516441716682518346573675934198084958947940983292500086389778563494693212473426103062713745077286156922596628573857905533240641849018451328284632709269753830867308409142247659474439973348130810986399417379789657010687026734161967196591599588537834822988270125605842365589539690306474965584147981310997157542043256395776070485100881578291408250777738559790129129407309462785944505859412273194812753225152324801503466519048228961406646890305102510916237770448486230229488966711380555607956620732449373374027836767300203011615227008921843515652121379215748206859356920790214502277133099987729459596952817044582181956080965811702798062669891205061560742325686842271306295009864421853470810407128917646906550836129916694778023822502789667843489199409657361704586786242554006942516693979292624714524945408858422726153755260071904336329196375777502176005195800693847635789586878489536872122898557806826518192703632099480155874455575175312736471421295536494084385586615208012115079075068553344489258693283859653013272046970694571546959353658571788894862333292465202735853188533370948455403336565356988172582528918056635488363743793348411845580168331827676834646291995605513470039147876808640322629616641560667508153710646723108461964247537490553744805318226002710216400980584497526023035640038083472053149941172965736785066421400842696497103241919182121213206939769143923368374709228267738708132236680086924703491586840991153098315412063566123187504305467536983230827966457417620806593177265685841681837966106144963432544111706941700222657817358351259821080769101961052229263879745049019254311900620561906577452416191913187533984049343976823310298465893318373015809592522829206820862230332585280119266496314441316442773003237792274712330696417149945532261035475145631290668854345426869788447742981777493710117614651624183616680254815296335308490849943006763654806102940094693750609845588558043970485914449584445079978497045583550685408745163316464118083123079704389849190506587586425810738422420591191941674182490452700288263983057950057341711487031187142834184499153456702915280104485145176055306971441761368582384102787659324662689978418319620312262421177391477208004883578333569204533935953254564897028558589735505751235129536540502842081022785248776603574246366673148680279486052445782673626230852978265057114624846595914210278122788941448163994973881884622768244851622051817076722169863265701654316919742651230041757329904473537672536845792754365412826553581858046840069367718605020070547247548400805530424951854495267247261347318174742180078574693465447136036975884118029408039616746946288540679172138601225419503819704538417268006398820656328792839582708510919958839448297775647152026132871089526163417707151642899487953564854553553148754978134009964854498635824847690590033116961303766127923464323129706628411307427046202032013368350385425360313636763575212604707425311209233402837482949453104727418969287275572027615272268283376741393425652653283068469997597097750005560889932685025049212884068274139881631540456490350775871680074055685724021758685439053228133770707415830756269628316955687424060527726485853050611356384851965918968649596335568216975437621430778665934730450164822432964891270709898076676625671517269062058815549666382573829274182082278960684488222983394816670984039024283514306813767253460126007269262969468672750794346190439996618979611928750519442356402644303271737341591281496056168353988188569484045342311424613559925272330064881627466723523751234311893442118885085079358163848994487544756331689213869675574302737953785262542329024881047181939037220666894702204258836895840939998453560948869946833852579675161882159410981624918741813364726965123980677561947912557957446471427868624053750576104204267149366084980238274680575982591331006919941904651906531171907510616918074263157405802101888912921687542634115645145962694617184818157309587401303534349386239871791130745060226122109755191393577426289288715183924637246662696619277890605598741606099683926479522613475164735524400894076840320669485681175220572518135131247009254433345927563243706945766104695210911129467982554069306780242277427890616421468084030076219681526637017226411318486947384182871681334205157809477138744117921312458931494550435111911277093167519929247795365270538901850926941885662844434073806902550796877422760346559453554419784045474770457105463266835304626160108545904924432667286365716358304417757212132923003814492929830707325958001080339142615850446609827375828163640960797510713738902819245711932759170169165433218666780141769825977839673215820209885448002515446447337774197416967784261440702668570594852193307480452402680968909855840712789700230251284132551556840355662940675137237846595688065284579680714575867687593502584569979994550338211408184575788429557282950315249181412679814330064506131398268542181815623719377303532843647116191712887421183623319738960293481187562565898091548503917246340135382580361085829858901719291137828527208379771323162398939565718703632523291467637315693271397540106047450581173999302761153569329128114339529144846331620838350865903072923754934352733700037427085262830977115928134607133852746411058330422959497704106711664362208988610174631183558104924976237431163613124516215138297038046916034149934866588954486311697269511587593494493999445481499184784972235389619226201689823554047116527528247265165991113143261034126862392429009896808188958589626272114833552630421295799804828991090992086155676138960673922782594302072051061080751901169253659122915074399839352182571757360411994829355132889326310894850753336842474809242980792759946570080202330005627928292244377100153117633886141371672514895673600424716704865646475876040828396386881653412870934363947314139877224328045024468585828833731796816809453981482916550426484692291227574836326476153527333918686080634122642119469026732833580872159098631680390142263992150094601673343586182760822680127186661055525607910939332536592964632093585238699909007229943594632215572919682691557471248918285038910901617829404005782704528679569311053290453085235483063388692393860659805798310602795168190598807599601054050997529559325064671593603792355576680588220961636332376961741503150313279813212616689775253183089921157919908700457805133520227862268811753943360161662192450997299858591544708051197783402363407532522800995482961082280936851293832502209528682892618362293014846740173616939025844957721840485586395265174259372348070225729188542543989487273115089951787435282117636694969812122967247904441446442319713627037137401798585599385254790963410198468638860243684479408525837079623117834389949447947248387520912066609561067826016279244159639145187179620788186532140088174030784409465460780507044324056802719250071305768497976903816289165019520185433513568744685337117508376738051807469799373436600252917790489235733166118717161684865152816298265462551037558557745437151428058645726539910547104691152098340687008560277509972164047707976362688180090302896849774156898627411820250304765648835646133663474958786612789733102801376628480180579666745563775679382934637951086197271160371854815587630904585276249345503584875370269989903123465126800962773854254670798109200907855830992909913599896203883456740500732476033353187882894034592637752540414562478421109946189727712269477111744494361566329952840751209194633608898294035861439248243826120732889173323860857529212054675901176796767673677820265247153522951918801034535359854152089016560764295070743375600939841092250532684458555891581959128042118754407821300963469335797760711237954830851980476461985388580024092179302805011364740657080298093464519126612774277167154421763777180080553694051288818073747454596301923593048006343133684545698642802069068626737226310836205297095729551447989893646570538759937456209975840855424087824491651494797275937020990288111934744470436231904190116802724290621175881621611646542627393042642388234584409335732720128597407660707825771111174208769180450279971254520245516890170352708434424902725931083680219064918763266794940389093050623549572211186744824680546175224178510858117233613777212103850844519849382903741981513566314894229810231838058136377861195321227202161148551503296892360350542929056280157545491859830893296829960924255935554040133100739112321394661182494428263599331846039710421679273419428102115550795402019977652999786506316975977189728265765145391162088393850877257070610784024214136429919238425988108939735945673022854559242122519130314201448860749939510988778005191646732388442154388477860611538855717503124791861208832201802628349855526357279564929939533647828102308548331581889848792400120670283445698429369060419688743963160335292130401642943197553755567118473880728310340651541757162548144518276396638252539998950259045994364894443455248744576477772275785219403047104089932729167075578778346334532431023906341186184455268835271635404817179660271720829362744844483909255990669657095260486918549617681860585636305305414618585222068524131336330316804429568865380468161694672559001924538604435207311357322303310244587214523235645695228042894549543056476647285279481626044021103515248706515927677521241426308524272569234995339761647761820693174596434150362464840518986098012255837314383588800899447785926443543657693266732268894394617768998263105650159547356167147834991908167672918911050592960060242782653398977857804891733676640127546238427066661603923470065361916594904340726370061059705495863028253489442475689547547929041388248076368199602929162875497244152133915186832661871940537329255211658554002103455526124187353884496168429205093623213315633579295693157696441530026779709963609746895628123530557652804922196404752790836221717290265109530705572454682629630800992413862640326090760304513992605133997020992020933757748036884453485019928552349778006384713641690520405394429800231203779827539429963183488291179707472413533575160706712368647130948747852964476129378279049985115770333163987176031778142852758414125345788440404600572854565552093812707476119137459795218102875282701822633654128703103629444596031314486021895808351722184767323778441861745920193221529389238511521816029537064598579870649354767300121297310921497339327910901880674688726845393193843786318313670527423296709947205509826846631767255026903606556629151261392347960654978299609338782104677296715950471451848805472733537779819752092327931044618315513641766610194193718968407853551292559637308429626331813002463828918806380377093489499372721247457301919219421847439686234216708144833286076781567030676235530307476586705806833412091252068538406275588738002980483959898699512252386254056285557406172190843968005148130165449002541221604400953747907050891162434663091984806003475502764233496458375065462499248137373512643668825961979800937530828222370099818854156999655506481453145112005114425391887926894874143814229496254927846265389600966098006444652463628628505022612707642585192712124146648960937107542004971655601158359674780816473018555437983752256590594979002257559708957904982643639048023793611164078737629835285212413414092041847339634444617883761492278848107862042539761335516350626580143881170790695730138797475249607844174307179309836523199716564880781406080893950525817921726273153391017487293887364626929455255053079861171502774897442384481853668749998690141662833385007133844500940792914648366996732742672756705870214871508558115702895674708825960855442931544227497808936304996930537906620986039731754852219766481700969018939443818859127237551796761229640635082496595540374784447019914196603970064679990818620390677221465092648431303781786465499753157811786067747191183152747018985438658285791614752382670059662788264270328128570370742842454981467079910683832175435672244126411941195668810161392997721990938696391861025773080726747500312740326361816876021426436842245168644229482503809714915668991032952078704165428154883582294007820996501321734899958544187338134919236463851651996625356869337895390436421715710642711878752449624506124394394269317234786449363578015986005412238011706678102817689342145109888344220188078411990744169612317508709841677848886122568882526777990596160718446602261385457072709141976213077434933697512693014903450433739521622205946891758462246119997426891227148521739765970516800790956314460120310057417073438085517696800269632433402084057037552467696655070825570684963160831588359604771323364417297159058336882809861798294095531950307814730484035841284382117868823883609507284292892939340507529737914006192254952601820131551074774950907966812055246676895245419811661316973425110240970509741653248669344402226772557643348950630164916772084333463999761515231297143582123141338865966940509766665655038425483051689239908673240096334630183987215496489215578944461834601617141591235830514239378264891932946482647258512570669487119949119972746985576131671615577197739268152744818462186977024339385729984634738903408263692755577903677170340912079730462137993447863903687018026519307741382911446683638866479992776090703686507211412918958524494817374033514224176219673952577592484667144374707681024731688301235941252598968018655927410644003623599030424457346479904360605592031442421648977650647714068435317994462073873854996925319458968948190169596980417826637724266877056567472726541685824552784342545955962682310779726731937843745557896102195593283757644075784328361864170463063588275824775977543129301364312335884430691113263618795740179218128201757607570300660970111421832298606178482770983586798892531603778452720602071013519566597126481545543856687146902930008112327084670686423454673422556603234479037988156001967400905719182335802505546232870066899099093938541947083058747262890973296869855134682693462890467710278709541919507547994798322919791272006778880,1,8447,8447
